WellName,TestUsage,Date,OilRate (STB/D),WaterRate (STB/D),GasRate (MSCF/D),GasLiftRate (MSCF/D),LiquidRate (STB/D),WCUT (%),GLR (SCF/STB),FWHP (Psi),Tubing ID (Inch),FWHT (DegC),WHP Fluctuation (%),WHPFluctuation (Psi),ChokeFluctuation (%),Status,Sluggish_Predict,
WELL-141,Allocation,7/26/2018,5172.147873,1416.339398,34.19184147,0.513063273,6588.487271,21.49718653,5189.634595,1285.473524,5.5,37.3807907,0.893110545,0.791564941,0.278953552,Non-sluggish,0,0
WELL-122,Informational,1/22/2019,1145.05433,5827.415651,1.320934274,3.195823641,6972.469981,83.57749358,189.4499765,427.8826823,5.5,61.7532616,77.06728536,22.73594284,0.865470886,Sluggish,0.95,1
WELL-148,Informational,10/30/2015,3848.049864,5733.0524,14.12245845,1.977976347,9581.102264,59.83708598,1473.990994,909.5768094,5.5,52.121,2.90463348,1.821582794,0.185966492,Non-sluggish,0.02,0
WELL-102ST,Informational,8/26/2014,699.0361229,6029.506586,1.946855215,2.652113002,6728.542709,89.61088377,289.3427744,450.7055966,7,59.7695923,41.27793886,12.82711983,0.021453857,Sluggish,0.88,1
WELL-105ST,Allocation,2/4/2014,13812.46668,105.2707094,49.7594267,0,13917.73739,0.756378041,3575.252594,672.572672,5.5,36.5377274,1.110562144,0.51499176,0.402931213,Non-sluggish,0,0
WELL-137ST1,Allocation,3/25/2016,1515.684344,6865.30486,2.914760112,3.876229759,8380.989204,81.91520944,347.782349,303.6757752,5.5,66.1173401,5.830367901,1.220743179,0.009536743,Sluggish,0.84,1
WELL-114,Informational,10/3/2013,4246.767181,30.01171866,14.76220791,0,4276.7789,0.701736502,3451.711734,2272.39486,5.5,34.4663162,2.179149071,3.414199829,0.035764694,Non-sluggish,0,0
WELL-123A,Allocation,1/8/2016,1900.121669,12529.5747,14.64888462,0,14429.69637,86.83186659,1015.190081,349.2805116,5.5,59.9,0.118803376,0.028610229,0.405319214,Non-sluggish,0.01,0
WELL-150ST1,Informational,12/12/2016,2858.631304,11664.22104,2.678073141,3.438701042,14522.85234,80.31632329,184.4040742,270.0630636,5.5,68.1734924,11.4218374,2.126764297,0.073913574,Non-sluggish,0.12,0
WELL-107ST2,Informational,8/27/2020,2386.189675,7450.571851,3.170114073,5.88318899,9836.761526,75.74212134,322.2721283,255.8111989,5.5,58.155941,90.08323094,15.88845634,0.040534973,Sluggish,0.75,1
WELL-143,Allocation,11/8/2018,1511.879877,5180.234023,1.062530104,4.885619345,6692.1139,77.40803729,158.7734638,269.7815579,5.5,53.906311,102.5943303,19.0833149,0.007152557,Sluggish,1,1
WELL-111,Allocation,9/14/2017,3964.626101,11493.84534,2.539298551,3.616154651,15458.47144,74.3530522,164.2658241,367.4428879,7,70.7713394,17.39948441,4.408028791,0.026229858,Sluggish,0.89,1
WELL-146,Informational,11/7/2020,2024.123706,2454.884703,3.417996315,8.280237709,4479.008409,54.80866475,763.1145117,344.3366129,5.5,48.3978004,10.48445474,2.489128113,0.061988831,Non-sluggish,0.06,0
WELL-110,Allocation,1/13/2014,1946.043507,13018.63381,2.218272085,4.820550355,14964.67732,86.99575363,148.2338735,460.2497468,5.5,55.8365784,23.02098512,7.305259705,0.002380371,Sluggish,0.68,1
WELL-131,Allocation,10/3/2014,5101.493599,2777.508599,4.693937879,4.769889762,7879.002198,35.25203483,595.7528328,323.0352082,5.5,52.8915825,26.890465,5.98916626,0.002388,Sluggish,0.93,1
WELL-143,Allocation,6/24/2019,1316.987603,5572.98522,3.162228453,6.177007294,6889.972823,80.88544561,458.9609472,268.3983391,5.5,53.8452797,115.0793501,21.29587173,0.014305115,Sluggish,0.98,1
WELL-111,Informational,7/29/2013,5145.419938,15639.54232,4.678520426,4.071298781,20784.96226,75.24450671,225.0916007,318.3322785,7,72.3353958,3.128525793,0.686655045,0.057220459,Non-sluggish,0,0
WELL-109,Provisional,3/31/2020,1697.838374,356.055704,2.086470091,4.32295023,2053.894078,17.33564101,1015.86061,285.6884656,5.5,32.5627518,10.55485933,2.079042435,0.004776001,Sluggish,0.52,1
WELL-150ST1,Allocation,12/23/2020,1736.833256,7495.532214,3.280896719,5.61960338,9232.36547,81.18755955,355.3690254,320.545438,5.5,63.8780785,11.17631825,2.470054626,0.100135803,Non-sluggish,0.08,0
WELL-107ST2,Allocation,5/1/2019,1811.375578,5380.411081,1.011125986,4.719103361,7191.786659,74.81327431,140.5945468,355.5406476,5.5,60.0060997,62.28601218,15.26855659,0.026222229,Sluggish,1,1
WELL-131,Allocation,11/13/2018,4512.772134,2260.870934,2.359163702,4.487078609,6773.643068,33.37747371,348.2858011,374.6289479,5.5,50.4959106,39.02672585,10.08049011,0.221733093,Sluggish,0.93,1
WELL-150ST1,Allocation,9/11/2019,1194.534169,7107.141937,2.791803662,5.382669885,8301.676106,85.6109278,336.2939756,399.941715,5.5,62.1156616,5.741151776,1.583120346,0.016689301,Non-sluggish,0.34,0
WELL-122,Allocation,10/19/2016,3155.216708,9279.847109,2.70093986,3.604779731,12435.06382,74.62645343,217.2035383,354.5723594,5.5,66.1059036,33.04205009,8.07774353,0.15259552,Sluggish,0.97,1
WELL-146,Informational,9/9/2015,3259.690142,2198.6344,10.00886381,3.06771736,5458.324542,40.28038976,1833.687926,292.97676,5.5,53.7,7.742957312,1.564077377,0.014305115,Non-sluggish,0.17,0
WELL-136,Allocation,10/26/2018,996.8598307,7856.350538,0.728356812,4.590508468,8853.210369,88.74013167,82.27036088,389.2909844,5.5,65.5489426,52.05372439,13.97154236,0.011917114,Sluggish,0.95,1
WELL-104,Allocation,1/18/2017,553.1313229,3235.084784,0.393817889,2.061457125,3788.216107,85.39863336,103.9586649,290.6680335,7,46.3263893,196.6783984,39.41596222,0.78679657,Sluggish,0.96,1
WELL-128,Allocation,10/24/2020,562.5011153,3857.106575,2.825321061,4.529226703,4419.60769,87.27260077,639.2696499,288.3165542,5.5,51.3580513,81.12645381,16.12687683,0.035758972,Sluggish,1,1
WELL-137ST1,Informational,8/7/2014,378.3978098,9546.982978,2.000128755,4.815146102,9925.380788,96.18757388,201.5165763,311.4162169,5.5,68.9402618,21.76422982,4.673074722,0.011917114,Non-sluggish,0.28,0
WELL-148,Informational,12/1/2014,8369.139137,1069.7589,35.84028092,0,9438.898037,11.33351474,3797.083174,948.8966112,5.5,47.3945,8.440110991,5.521858215,0.019073486,Non-sluggish,0,0
WELL-125,Allocation,7/6/2018,2397.091593,6569.281967,0.989059322,6.083479622,8966.37356,73.26576261,110.3076194,392.4724059,5.5,48.31007,16.42348765,4.444190979,0.023841858,Sluggish,0.84,1
WELL-107ST2,Informational,6/12/2019,2858.881858,9039.431045,2.157907119,4.055854394,11898.3129,75.97237624,181.362445,317.5023928,5.5,63.1494598,15.03005353,3.290225983,0.050071716,Sluggish,0.78,1
WELL-141,Allocation,6/11/2020,3459.274701,2323.980496,25.023474,5.247270014,5783.255197,40.18464371,4326.883934,1281.323954,5.5,37.6554489,0.626119065,0.553138733,0.338558197,Non-sluggish,0.03,0
WELL-111,Allocation,3/16/2018,3874.430961,9348.679877,2.190421674,2.587842731,13223.11084,70.69955014,165.6510106,310.724622,7,70.5653534,38.23894988,8.192186356,0.023841858,Sluggish,0.77,1
WELL-109,Allocation,1/16/2014,4020.046404,463.8624508,6.795015282,0,4483.908855,10.34504638,1515.422258,289.6998004,5.5,53.1929474,7.209705798,1.440071106,0.004768372,Non-sluggish,0.01,0
WELL-146,Informational,5/10/2017,752.7101594,687.2260702,0.547798076,4.661374311,1439.93623,47.72614621,380.432178,305.7505598,5.5,37.754631,21.71551637,4.577787399,0.021461487,Sluggish,0.88,1
WELL-143,Allocation,11/5/2017,1594.935995,4217.590181,0.859828401,5.015043858,5812.526176,72.56036452,147.9268007,409.9082912,5.5,53.0327301,67.62501584,19.11227036,0.08821106,Sluggish,1,1
WELL-103,Informational,8/7/2019,4715.394343,747.3923181,38.97926571,0,5462.786661,13.68152125,7135.417897,1518.130203,5.5,31.1284103,1.749361346,1.831077576,0.267032623,Non-sluggish,0,0
WELL-105ST,Informational,12/4/2015,9598.892713,201.248,38.39435154,0,9800.140713,2.053521535,3917.734721,1261.816096,5.5,30.4559,1.096207514,0.953689575,0.097751617,Non-sluggish,0,0
WELL-136,Allocation,3/17/2020,841.2411042,6410.648238,2.633885232,3.768954184,7251.889342,88.39969745,363.1998653,379.6085434,5.5,64.6753616,57.64464631,15.08735657,0.059608459,Sluggish,0.99,1
WELL-143,Allocation,12/16/2015,3753.008798,6421.6979,6.670548344,3.577982991,10174.7067,63.11432939,655.601045,324.450006,5.5,50.294,3.410666768,0.762966156,0,Non-sluggish,0.41,0
WELL-109,Informational,4/4/2018,2825.796309,296.1516501,1.350018303,4.066653794,3121.947959,9.486117449,432.4281893,289.0082331,5.5,30.7927094,20.29289865,4.043640137,0.073913574,Non-sluggish,0.25,0
WELL-148,Informational,5/5/2016,3780.516507,7186.321,29.74984015,0,10966.83751,65.52774212,2712.709122,461.9180391,5.5,53.772789,6.258626645,1.993251801,0.052455902,Non-sluggish,0.05,0
WELL-145A,Informational,3/11/2019,4554.728694,5953.116578,33.00210503,0,10507.84527,56.65401825,3140.710981,410.8691665,5.5,52.0599709,5.958795411,1.688030243,0.019073486,Non-sluggish,0.02,0
WELL-109,Allocation,7/28/2013,4373.188282,529.3351387,9.297127916,0,4902.523421,10.79719755,1896.396431,294.8176867,5.5,53.4714317,5.254765713,1.068132401,0.073913574,Non-sluggish,0.01,0
WELL-107ST2,Allocation,8/2/2020,2304.727755,5520.297956,1.959983986,3.630580706,7825.025711,70.54670694,250.4763637,234.5096274,5.5,56.9123383,114.368249,18.49201965,0.045303345,Sluggish,0.98,1
WELL-150ST1,Allocation,5/22/2014,1680.195591,9283.083733,1.873762899,3.908510981,10963.27932,84.67433383,170.9126297,454.7251464,5.5,66.8383331,27.80311544,8.716871262,0.131134033,Sluggish,0.74,1
WELL-104,Allocation,12/18/2018,1225.345993,5178.068724,1.246811697,2.212080666,6403.414717,80.86417877,194.71044,352.9125575,7,44.060421,171.8664042,41.81925583,0.445846558,Sluggish,0.97,1
WELL-146,Allocation,9/24/2020,1777.40523,1543.143223,3.110735027,4.599962047,3320.548453,46.47254045,936.8136231,303.255313,5.5,44.8233795,32.61264871,6.818874359,0.028610229,Sluggish,0.95,1
WELL-143,Allocation,6/10/2018,1208.396446,5597.017691,1.416071089,5.461580582,6805.414137,82.24360161,208.0800757,419.5833194,5.5,54.1123009,59.99867348,17.35713577,0.08821106,Sluggish,0.87,1
WELL-136,Allocation,9/22/2018,870.3168492,9747.378063,0.872072434,5.732720227,10617.69491,91.80314695,82.13387569,347.7947554,5.5,66.4492188,46.88989884,11.24399185,0.250343323,Sluggish,0.8,1
WELL-132,Allocation,10/14/2017,4277.615292,1308.688735,6.635930866,9.200729711,5586.304027,23.42673669,1187.892896,307.8198126,5.5,33.8063583,73.49688847,15.59853172,0.042915344,Non-sluggish,0.19,0
WELL-123A,Allocation,3/10/2018,1470.960812,10769.2707,10.66117482,0,12240.23151,87.98257361,870.9945404,441.4380832,5.5,53.5172081,3.760103958,1.144426346,0.276565552,Non-sluggish,0.02,0
WELL-143,Informational,8/25/2017,1475.94038,4304.197127,1.187020387,4.747485896,5780.137507,74.46530678,205.3619634,344.8961695,5.5,51.2512398,98.29951132,23.37533951,0.231269836,Sluggish,1,1
WELL-136,Informational,5/20/2018,871.2024033,9069.184801,1.268555999,5.457989518,9940.387204,91.2357297,127.6163567,398.2818871,5.5,66.4415894,59.69993095,16.39391136,0.104904175,Sluggish,0.72,1
WELL-131,Allocation,1/9/2018,4421.344035,2535.487658,3.419593528,4.386407159,6956.831693,36.4460112,491.5446685,321.2369777,5.5,51.2397995,30.87323768,6.837949753,0.071525574,Sluggish,0.95,1
WELL-132,Allocation,4/16/2013,9854.464277,104.4878471,16.54370082,0,9958.952124,1.049185153,1661.18891,902.4623053,5.5,30.7431183,1.394773717,0.867862701,0.007152557,Non-sluggish,0.02,0
WELL-132,Informational,2/1/2019,1258.959251,1611.09659,0.857272643,2.031163872,2870.055841,56.13467749,298.6954577,617.5208739,5.5,33.1464119,27.08090396,11.53009796,0.009536743,Sluggish,0.92,1
WELL-125,Allocation,8/24/2014,3446.706638,7169.008593,6.877132843,4.18551535,10615.71523,67.53203564,647.825671,307.5432295,5.5,47.215229,1.709094876,0.362401962,0.002388,Non-sluggish,0.05,0
WELL-145A,Allocation,7/22/2013,7902.722307,151.3018808,3.040700297,0,8054.024188,1.878587365,377.5380141,382.2366319,5.5,49.3705597,10.38575656,2.73708725,0.476844788,Non-sluggish,0.03,0
WELL-128,Informational,6/10/2014,2130.830301,4975.534443,2.213812008,4.28404557,7106.364744,70.01518529,311.5252436,376.8421074,5.5,58.9074554,37.25589589,9.67993927,0.045295715,Sluggish,1,1
WELL-114,Allocation,4/24/2016,9460.483835,3177.624728,20.7607839,0,12638.10856,25.14319854,1642.712895,711.994144,5.5,56.2523804,0.291412587,0.143054962,0.019073486,Non-sluggish,0.1,0
WELL-137ST1,Allocation,9/26/2018,1379.620634,4734.363729,1.045826952,5.027644584,6113.984363,77.43499898,171.0548948,269.3665998,5.5,46.1585388,92.14334991,17.11299167,0.073913574,Sluggish,1,1
WELL-116,Informational,6/15/2017,7680.894372,1252.717249,6.778775053,1.092080611,8933.611621,14.02251746,758.7944653,742.5630897,5.5,38.548111,9.052988093,4.634933472,0.457771301,Non-sluggish,0.04,0
WELL-148,Informational,7/21/2015,3871.207471,5146.922744,20.54429741,2.502818452,9018.130215,57.07305862,2278.110531,1186.042291,5.5,46.2767982,2.670735326,2.183982849,0.085830688,Non-sluggish,0.05,0
WELL-143,Allocation,8/20/2020,2256.000646,4666.106738,3.463547332,5.443411169,6922.107384,67.40875978,500.3602429,265.355294,5.5,63.4202995,97.06003267,17.75768661,0.100135803,Sluggish,0.99,1
WELL-131,Allocation,7/30/2013,6280.696319,2407.558097,5.183003041,3.584889278,8688.254416,27.7104926,596.5528624,344.336668,5.5,54.688343,7.230642878,1.716636658,0.023841858,Non-sluggish,0.01,0
WELL-145A,Allocation,12/30/2019,4283.788575,8876.086707,16.19044724,3.957524198,13159.87528,67.44810659,1230.288805,365.9147675,5.5,56.6758308,22.71867128,5.731668472,0.045303345,Non-sluggish,0.03,0
WELL-123A,Allocation,7/23/2016,1818.521957,11612.55712,13.29023872,0,13431.07908,86.46034361,989.5138465,414.4655157,5.5,59.9641418,3.771187099,1.077667236,0.064373016,Non-sluggish,0.01,0
WELL-141,Allocation,6/15/2019,5473.565178,2429.351378,31.5417228,5.247231389,7902.916556,30.73993456,3991.149669,1204.555683,5.5,39.3453903,0.401913856,0.33379364,0.061988831,Non-sluggish,0.03,0
WELL-143,Informational,5/23/2018,1480.672727,4494.924564,1.10536747,4.403135567,5975.597291,75.22134349,184.9802482,345.1666654,5.5,52.8534393,76.0198507,18.09147835,0.03099823,Sluggish,1,1
WELL-109,Allocation,5/28/2020,2379.48233,320.6165519,2.317415175,4.891460065,2700.098882,11.87425224,858.2704843,280.1556778,5.5,34.6837616,35.74601433,6.904706955,0.009536743,Sluggish,0.76,1
WELL-150ST1,Informational,6/30/2015,2111.675013,8248.0235,0.959792255,4.764164918,10359.69851,79.61644337,92.64673618,403.2201438,5.5,63.961,28.61016089,7.953910828,0.720031738,Sluggish,0.86,1
WELL-145A,Allocation,1/6/2017,4326.611256,5040.32642,12.64757227,0,9366.937676,53.80975719,1350.235553,422.7724309,5.5,56.3630104,22.24839591,6.485202789,0.879779816,Sluggish,0.66,1
WELL-145A,Allocation,12/29/2018,5630.236243,7793.115072,21.51630921,0.729916361,13423.35132,58.05640402,1602.901444,371.0325987,5.5,55.5504684,11.44497865,2.927825928,0.836860657,Non-sluggish,0.39,0
WELL-109,Allocation,2/26/2017,3409.849073,497.2609123,3.683029312,5.171650757,3907.109985,12.72707741,942.647974,276.1443706,5.5,41.9775696,10.26847409,1.955060959,0.009536743,Non-sluggish,0.43,0
WELL-148,Informational,7/2/2015,8657.788641,1347.1038,9.822479631,2.567615298,10004.89244,13.4644506,981.7676391,846.586806,5.5,57.231,21.84522301,12.75105667,0.071529388,Sluggish,0.68,1
WELL-136,Allocation,7/26/2019,624.2132485,7777.461666,2.600506873,4.153538441,8401.674915,92.57037133,309.5224345,430.9257275,5.5,64.8927994,48.98888196,14.55519905,0.03099823,Sluggish,0.92,1
WELL-125,Allocation,6/10/2020,1196.061516,4375.152202,2.91454906,4.736033449,5571.213718,78.5314013,523.1443645,303.8086431,5.5,41.4358711,98.2971677,20.5901413,0.040534973,Sluggish,1,1
WELL-125,Allocation,9/6/2015,1809.958415,6623.5748,4.387948418,3.861383459,8433.533215,78.53855118,520.2977573,310.453839,5.5,44.73,7.841586508,1.678491592,0.047683716,Sluggish,0.62,1
WELL-101,Allocation,3/29/2013,2907.623557,8.700230272,15.68802326,0,2916.323787,0.29832868,5379.383225,2080.266648,5.5,23.1860809,1.170252288,1.678482056,0.059606552,Non-sluggish,0.01,0
WELL-143,Allocation,11/18/2019,929.4681016,5712.14777,3.37889585,5.20970952,6641.615872,86.00539207,508.7460515,302.0104417,5.5,62.748909,82.24198726,17.12512507,0.109672546,Sluggish,0.9,1
